experiment_name,run_name_token,run_id,dataset,seed,model_variant,monitor_preset,trigger_mode,trigger_k,trigger_threshold,trigger_weights,severity_scheduler_scale,use_severity_v2,entropy_mode,decay,freeze_baseline_steps
stage1_multi_seed,trackE_or,20260107-134521-prk_trackE_or,stagger_abrupt3,5,ts_drift_adapt,error_divergence_ph_meta,or,2,0.5,,,0,overconfident,0.95,0
stage1_multi_seed,trackE_k2,20260107-134640-qku_trackE_k2,sea_abrupt4,1,ts_drift_adapt,error_divergence_ph_meta,k_of_n,2,0.5,,,0,overconfident,0.95,0
stage1_multi_seed,trackE_k2,20260107-134640-qku_trackE_k2,sea_abrupt4,2,ts_drift_adapt,error_divergence_ph_meta,k_of_n,2,0.5,,,0,overconfident,0.95,0
stage1_multi_seed,trackE_k2,20260107-134640-qku_trackE_k2,sea_abrupt4,3,ts_drift_adapt,error_divergence_ph_meta,k_of_n,2,0.5,,,0,overconfident,0.95,0
stage1_multi_seed,trackE_k2,20260107-134640-qku_trackE_k2,sea_abrupt4,4,ts_drift_adapt,error_divergence_ph_meta,k_of_n,2,0.5,,,0,overconfident,0.95,0
stage1_multi_seed,trackE_k2,20260107-134640-qku_trackE_k2,sea_abrupt4,5,ts_drift_adapt,error_divergence_ph_meta,k_of_n,2,0.5,,,0,overconfident,0.95,0
stage1_multi_seed,trackE_k2,20260107-134640-qku_trackE_k2,stagger_abrupt3,1,ts_drift_adapt,error_divergence_ph_meta,k_of_n,2,0.5,,,0,overconfident,0.95,0
stage1_multi_seed,trackE_k2,20260107-134640-qku_trackE_k2,stagger_abrupt3,2,ts_drift_adapt,error_divergence_ph_meta,k_of_n,2,0.5,,,0,overconfident,0.95,0
stage1_multi_seed,trackE_k2,20260107-134640-qku_trackE_k2,stagger_abrupt3,3,ts_drift_adapt,error_divergence_ph_meta,k_of_n,2,0.5,,,0,overconfident,0.95,0
stage1_multi_seed,trackE_k2,20260107-134640-qku_trackE_k2,stagger_abrupt3,4,ts_drift_adapt,error_divergence_ph_meta,k_of_n,2,0.5,,,0,overconfident,0.95,0
stage1_multi_seed,trackE_k2,20260107-134640-qku_trackE_k2,stagger_abrupt3,5,ts_drift_adapt,error_divergence_ph_meta,k_of_n,2,0.5,,,0,overconfident,0.95,0
stage1_multi_seed,trackE_weighted_w532_t05,20260107-134754-amf_trackE_weighted_w532_t05,sea_abrupt4,1,ts_drift_adapt,error_divergence_ph_meta,weighted,2,0.5,"divergence=0.3,error_rate=0.5,teacher_entropy=0.2",,0,overconfident,0.95,0
stage1_multi_seed,trackE_weighted_w532_t05,20260107-134754-amf_trackE_weighted_w532_t05,sea_abrupt4,2,ts_drift_adapt,error_divergence_ph_meta,weighted,2,0.5,"divergence=0.3,error_rate=0.5,teacher_entropy=0.2",,0,overconfident,0.95,0
stage1_multi_seed,trackE_weighted_w532_t05,20260107-134754-amf_trackE_weighted_w532_t05,sea_abrupt4,3,ts_drift_adapt,error_divergence_ph_meta,weighted,2,0.5,"divergence=0.3,error_rate=0.5,teacher_entropy=0.2",,0,overconfident,0.95,0
stage1_multi_seed,trackE_weighted_w532_t05,20260107-134754-amf_trackE_weighted_w532_t05,sea_abrupt4,4,ts_drift_adapt,error_divergence_ph_meta,weighted,2,0.5,"divergence=0.3,error_rate=0.5,teacher_entropy=0.2",,0,overconfident,0.95,0
stage1_multi_seed,trackE_weighted_w532_t05,20260107-134754-amf_trackE_weighted_w532_t05,sea_abrupt4,5,ts_drift_adapt,error_divergence_ph_meta,weighted,2,0.5,"divergence=0.3,error_rate=0.5,teacher_entropy=0.2",,0,overconfident,0.95,0
stage1_multi_seed,trackE_weighted_w532_t05,20260107-134754-amf_trackE_weighted_w532_t05,stagger_abrupt3,1,ts_drift_adapt,error_divergence_ph_meta,weighted,2,0.5,"divergence=0.3,error_rate=0.5,teacher_entropy=0.2",,0,overconfident,0.95,0
stage1_multi_seed,trackE_weighted_w532_t05,20260107-134754-amf_trackE_weighted_w532_t05,stagger_abrupt3,2,ts_drift_adapt,error_divergence_ph_meta,weighted,2,0.5,"divergence=0.3,error_rate=0.5,teacher_entropy=0.2",,0,overconfident,0.95,0
stage1_multi_seed,trackE_weighted_w532_t05,20260107-134754-amf_trackE_weighted_w532_t05,stagger_abrupt3,3,ts_drift_adapt,error_divergence_ph_meta,weighted,2,0.5,"divergence=0.3,error_rate=0.5,teacher_entropy=0.2",,0,overconfident,0.95,0
stage1_multi_seed,trackE_weighted_w532_t05,20260107-134754-amf_trackE_weighted_w532_t05,stagger_abrupt3,4,ts_drift_adapt,error_divergence_ph_meta,weighted,2,0.5,"divergence=0.3,error_rate=0.5,teacher_entropy=0.2",,0,overconfident,0.95,0
stage1_multi_seed,trackE_weighted_w532_t05,20260107-134754-amf_trackE_weighted_w532_t05,stagger_abrupt3,5,ts_drift_adapt,error_divergence_ph_meta,weighted,2,0.5,"divergence=0.3,error_rate=0.5,teacher_entropy=0.2",,0,overconfident,0.95,0
