track,run_id,dataset,seed,model_variant,mode,log_path,acc_final,mean_acc,acc_min,drift_flag_count,MDR_win,MTD_win,MTFA_win,MTR_win,MDR_tol500,MTD_tol500,MTFA_tol500,MTR_tol500,miss_rate_tol500,delay_p90,post_mean_acc_W1000,post_min_acc_W1000,recovery_time_to_pre90
L,20260108-003821-gvh_v2_gate_m3,INSECTS_abrupt_balanced,6,ts_drift_adapt_severity,v2_gate_m3,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed6/20260108-003821-gvh_v2_gate_m3/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed6.csv,0.20525289988078793,0.19536321084767697,0.13671875,8,0.2,5605.5,15018.666666666666,3.3490916659233485,1.0,,6436.571428571428,,,,0.18735378325290322,0.18655672280119182,178.4
L,20260108-003821-gvh_v2_gate_m3,INSECTS_abrupt_balanced,7,ts_drift_adapt_severity,v2_gate_m3,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed7/20260108-003821-gvh_v2_gate_m3/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed7.csv,0.2018846859802827,0.19670141443050923,0.15234375,9,0.2,4261.5,11200.0,3.28522820603074,0.8,496.0,6400.0,64.51612903225808,,,0.1948085372363796,0.1939665062421077,178.4
L,20260108-003821-gvh_v2_gate_m3,INSECTS_abrupt_balanced,8,ts_drift_adapt_severity,v2_gate_m3,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed8/20260108-003821-gvh_v2_gate_m3/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed8.csv,0.1999167407799875,0.20054717261064234,0.1649116847826087,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.19139907313012042,0.19065207869827003,178.4
L,20260108-003821-gvh_v2_gate_m3,INSECTS_abrupt_balanced,9,ts_drift_adapt_severity,v2_gate_m3,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed9/20260108-003821-gvh_v2_gate_m3/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed9.csv,0.2018846859802827,0.19628450264963918,0.1626471920289855,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.18933811243623483,0.18852995068126843,178.4
L,20260108-003821-gvh_v2_gate_m3,INSECTS_abrupt_balanced,10,ts_drift_adapt_severity,v2_gate_m3,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed10/20260108-003821-gvh_v2_gate_m3/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed10.csv,0.20073041043010956,0.1949088798434758,0.15708705357142858,9,0.2,4389.5,11200.0,3.1894293199681054,1.0,,5600.0,,,,0.19207672085770752,0.19107087204937873,178.4
L,20260108-003848-ua9_v2_gate_m5,INSECTS_abrupt_balanced,1,ts_drift_adapt_severity,v2_gate_m5,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed1/20260108-003848-ua9_v2_gate_m5/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed1.csv,0.20737222548110584,0.19800761578259715,0.15579710144927536,8,0.2,5541.5,15018.666666666666,3.3877710607837828,1.0,,6436.571428571428,,,,0.19126083628554288,0.19033759355072902,178.4
L,20260108-003848-ua9_v2_gate_m5,INSECTS_abrupt_balanced,2,ts_drift_adapt_severity,v2_gate_m5,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed2/20260108-003848-ua9_v2_gate_m5/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed2.csv,0.18042651427706397,0.18528352028968323,0.159080615942029,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.17851774742234566,0.17811931093144617,178.4
L,20260108-003848-ua9_v2_gate_m5,INSECTS_abrupt_balanced,3,ts_drift_adapt_severity,v2_gate_m5,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed3/20260108-003848-ua9_v2_gate_m5/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed3.csv,0.1869358714780404,0.18873070216011442,0.17202919407894737,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.1828476556279154,0.18210090036897675,178.4
L,20260108-003848-ua9_v2_gate_m5,INSECTS_abrupt_balanced,4,ts_drift_adapt_severity,v2_gate_m5,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed4/20260108-003848-ua9_v2_gate_m5/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed4.csv,0.19452381402917857,0.19294951108473185,0.16174139492753623,8,0.2,5605.5,14933.333333333334,3.3300627360033297,1.0,,6400.0,,,,0.18879220090575982,0.18796506796410106,178.4
L,20260108-003848-ua9_v2_gate_m5,INSECTS_abrupt_balanced,5,ts_drift_adapt_severity,v2_gate_m5,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed5/20260108-003848-ua9_v2_gate_m5/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed5.csv,0.2040986243306148,0.2034575172225529,0.16972373188405798,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.19528396366648434,0.1944497811597698,178.4
L,20260108-003848-ua9_v2_gate_m5,INSECTS_abrupt_balanced,6,ts_drift_adapt_severity,v2_gate_m5,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed6/20260108-003848-ua9_v2_gate_m5/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed6.csv,0.2050825969307624,0.20860299313424105,0.17215401785714285,8,0.2,5349.5,14933.333333333334,3.4894226874785805,1.0,,6400.0,,,,0.20202608485031848,0.20123911625384047,178.4
L,20260108-003848-ua9_v2_gate_m5,INSECTS_abrupt_balanced,7,ts_drift_adapt_severity,v2_gate_m5,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed7/20260108-003848-ua9_v2_gate_m5/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed7.csv,0.20190360853028555,0.19906387695341618,0.16796875,9,0.2,4325.5,11200.0,3.2366200439255577,1.0,,5600.0,,,,0.19592713291513691,0.19500930410987014,178.4
L,20260108-003848-ua9_v2_gate_m5,INSECTS_abrupt_balanced,8,ts_drift_adapt_severity,v2_gate_m5,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed8/20260108-003848-ua9_v2_gate_m5/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed8.csv,0.2042500047306375,0.19790175428325837,0.16094882246376813,9,0.2,4069.5,11200.0,3.4402260719990165,1.0,,5600.0,,,,0.1900054940891184,0.18904516319816195,178.4
L,20260108-003848-ua9_v2_gate_m5,INSECTS_abrupt_balanced,9,ts_drift_adapt_severity,v2_gate_m5,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed9/20260108-003848-ua9_v2_gate_m5/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed9.csv,0.20137377713020607,0.19388110067632514,0.165234375,9,0.2,4069.5,11200.0,3.4402260719990165,0.8,212.0,6400.0,150.94339622641513,,,0.18677117697480142,0.18596969367845623,178.4
L,20260108-003848-ua9_v2_gate_m5,INSECTS_abrupt_balanced,10,ts_drift_adapt_severity,v2_gate_m5,logs/trackL_gating_sweep/INSECTS_abrupt_balanced/ts_drift_adapt_severity/seed10/20260108-003848-ua9_v2_gate_m5/INSECTS_abrupt_balanced__ts_drift_adapt_severity__seed10.csv,0.2002573466800386,0.19266079457720933,0.078125,9,0.2,4325.5,11200.0,3.2366200439255577,1.0,,5600.0,,,,0.19321498156252034,0.1921859870789127,178.4
