step,seen_samples,dataset_name,dataset_type,model_variant,seed,metric_accuracy,metric_kappa,student_error_rate,teacher_entropy,divergence_js,drift_flag,drift_severity,regime,alpha,lr,lambda_u,tau,timestamp,supervised_loss,unsupervised_loss
388,24832,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7944990335051546,0.5397831037359366,0.16666666666666666,0.3831344544887543,0.014396555721759796,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.5083733,0.29249969124794006,0.1363610327243805
389,24896,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7946256426735219,0.5399295671066355,0.0,0.3818308115005493,0.014942290261387825,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.516485,0.020430205389857292,0.13944068551063538
390,24960,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7948717948717948,0.5402444110777743,0.16666666666666666,0.3376258313655853,0.010996272787451744,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.5241017,0.25985363125801086,0.09280869364738464
391,25024,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7949968030690537,0.540324776410876,0.16666666666666666,0.34965038299560547,0.011890026740729809,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.531816,0.5622734427452087,0.10398869216442108
392,25088,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7952407525510204,0.5407935636201224,0.0,0.4022972583770752,0.009707937948405743,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.5393295,0.14342890679836273,0.1009640246629715
393,25152,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7953641857506362,0.5410379615694331,0.16666666666666666,0.37121114134788513,0.013519582338631153,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.5473657,0.35309895873069763,0.1400114744901657
394,25216,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7955266497461929,0.541300896195163,0.16666666666666666,0.3330566883087158,0.006123775616288185,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.5548828,0.3723026514053345,0.07425691187381744
395,25280,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7956487341772152,0.5414379881043138,0.16666666666666666,0.3681855797767639,0.010811682790517807,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.5626822,0.29505640268325806,0.10059556365013123
396,25344,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7959674873737373,0.5421004176313665,0.0,0.354272723197937,0.011532139964401722,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.5702987,0.0935356542468071,0.15343528985977173
397,25408,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7960091309823678,0.5421262580138368,0.6666666666666666,0.36272919178009033,0.015434328466653824,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.5780718,0.6839125156402588,0.14993683993816376
398,25472,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7960113065326633,0.5422222933961484,0.3333333333333333,0.3952077329158783,0.009134981781244278,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.5859368,0.7190693020820618,0.13815955817699432
399,25536,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7961701127819549,0.5424225099231217,0.16666666666666666,0.3679478168487549,0.01034363079816103,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.5936053,0.4868665933609009,0.10812056064605713
400,25600,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7963671875,0.5429173486000372,0.3333333333333333,0.3182721436023712,0.00461244722828269,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.6013026,0.5477702617645264,0.07754842936992645
401,25664,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7965243142144638,0.5431510216352479,0.5,0.34428465366363525,0.01264913845807314,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.6089804,0.8015055656433105,0.15994808077812195
402,25728,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7965251865671642,0.5433262635057501,0.3333333333333333,0.3343217670917511,0.0067576137371361256,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.6167488,0.5065332651138306,0.1402653306722641
403,25792,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7967974565756824,0.5440091312682965,0.0,0.35543909668922424,0.010123318992555141,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.6244168,0.1113835945725441,0.12944898009300232
404,25856,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7969523514851485,0.5444427380288205,0.0,0.32934117317199707,0.007647466380149126,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.631929,0.08928108215332031,0.1419939249753952
405,25920,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7971064814814814,0.5448803061001772,0.0,0.342929869890213,0.011580589227378368,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.6398835,0.20073427259922028,0.14743217825889587
406,25984,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.797182881773399,0.5450387596080203,0.0,0.3577996492385864,0.016772644594311714,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.6477528,0.25231316685676575,0.1882610023021698
407,26048,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.79745085995086,0.545713173595387,0.0,0.36262568831443787,0.011984043754637241,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.6554105,0.11123034358024597,0.14294040203094482
408,26112,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7974877450980392,0.5458977804249485,0.3333333333333333,0.3851768374443054,0.005379058886319399,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.6631398,0.33360186219215393,0.11014414578676224
409,26176,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7977536674816625,0.5464634187850683,0.0,0.33156484365463257,0.004922873806208372,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.6708941,0.21045100688934326,0.09559565782546997
410,26240,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7977134146341464,0.5463169364823282,0.16666666666666666,0.3420822024345398,0.009196239523589611,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.6787305,0.340162992477417,0.12456151843070984
411,26304,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7977113746958637,0.5463028604087704,0.0,0.35521405935287476,0.00954761728644371,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.6863935,0.09965275973081589,0.1265258491039276
412,26368,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7977851941747572,0.5465358070900702,0.16666666666666666,0.3192436099052429,0.011155436746776104,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.6942816,0.25950804352760315,0.11905957013368607
413,26432,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7980478208232445,0.5471710020736082,0.16666666666666666,0.31209543347358704,0.007897459901869297,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.7020504,0.3733600378036499,0.1071610152721405
414,26496,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7980449879227053,0.5471520212509933,0.0,0.39480507373809814,0.009649816900491714,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.7099612,0.03959091380238533,0.130934476852417
415,26560,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7980421686746988,0.5473136360293961,0.16666666666666666,0.3505103588104248,0.009196779690682888,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.7177556,0.2837006747722626,0.07807003706693649
416,26624,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7981144831730769,0.5475418366346277,0.5,0.30652302503585815,0.00972372479736805,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.7260296,1.0750349760055542,0.09031128883361816
417,26688,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7984112709832134,0.5482848284571739,0.16666666666666666,0.31807926297187805,0.01077762059867382,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.7337363,0.1938290148973465,0.09823216497898102
418,26752,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7986692583732058,0.5490508195851149,0.0,0.2915899157524109,0.009400113485753536,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.7416174,0.056856345385313034,0.09667481482028961
419,26816,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.798888723150358,0.5495507346089944,0.16666666666666666,0.3375459611415863,0.014760054647922516,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.7492108,0.4234648048877716,0.12028747797012329
420,26880,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7990699404761905,0.5500714133104146,0.3333333333333333,0.34518998861312866,0.008057814091444016,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.7570386,0.8420307636260986,0.07678002119064331
421,26944,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7991389548693587,0.5502586243189116,0.0,0.3391004800796509,0.010645267553627491,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.7647893,0.15581144392490387,0.12250392138957977
422,27008,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7992446682464455,0.5504274328520915,0.16666666666666666,0.3603954017162323,0.011585656553506851,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.772489,0.33566343784332275,0.1423926055431366
423,27072,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7994606973995272,0.5507253571444816,0.16666666666666666,0.3570602238178253,0.009854013100266457,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.7802258,0.4978851079940796,0.11253225803375244
424,27136,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.7996388561320755,0.5510512875404108,0.0,0.32832279801368713,0.007573759648948908,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.7880526,0.2339705377817154,0.08141869306564331
425,27200,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.799889705882353,0.5515468334977132,0.0,0.33393174409866333,0.009787622839212418,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.7961864,0.08288512378931046,0.13057877123355865
426,27264,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8001760563380281,0.5520080933368589,0.0,0.31670793890953064,0.009857597760856152,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.8037343,0.07092609256505966,0.09297960996627808
427,27328,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8002781030444965,0.5521925419544605,0.16666666666666666,0.35291817784309387,0.01119003351777792,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.8113778,0.698322057723999,0.08257408440113068
428,27392,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8003796728971962,0.5523489113210313,0.16666666666666666,0.3743782341480255,0.011183119378983974,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.81911,0.3422674238681793,0.09584222733974457
429,27456,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.800590034965035,0.552796537096971,0.0,0.36423563957214355,0.009947690181434155,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.8269246,0.12059702724218369,0.10887400805950165
430,27520,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8007267441860465,0.5527857715498642,0.16666666666666666,0.34222328662872314,0.011749238707125187,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.8346658,0.45926129817962646,0.11511309444904327
431,27584,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8010440835266821,0.5532220969696602,0.3333333333333333,0.379848837852478,0.017852403223514557,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.8423688,0.459491491317749,0.12680865824222565
432,27648,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8012876157407407,0.5536874247962043,0.0,0.33634090423583984,0.012023499235510826,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.8501248,0.06395451724529266,0.12597918510437012
433,27712,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8014578521939953,0.5539161585424099,0.0,0.3587653636932373,0.017211267724633217,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.858105,0.09049617499113083,0.17450302839279175
434,27776,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8018433179723502,0.5546504515444994,0.0,0.32202786207199097,0.015270869247615337,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.8660002,0.0831378921866417,0.1258566677570343
435,27840,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8020114942528735,0.5548337339645845,0.16666666666666666,0.34545427560806274,0.01631445623934269,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.8739283,0.3470193147659302,0.14878714084625244
436,27904,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8022864105504587,0.555196198383281,0.0,0.3641499876976013,0.027057860046625137,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.8817787,0.16446025669574738,0.20746296644210815
437,27968,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8024170480549199,0.5552407760324757,0.16666666666666666,0.34629833698272705,0.023955384269356728,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.88941,0.2057677060365677,0.1861352026462555
438,28032,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8025827625570776,0.5554929802951656,0.3333333333333333,0.327590674161911,0.013452881947159767,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.896997,0.47393012046813965,0.09794379770755768
439,28096,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8028189066059226,0.5558023842648019,0.0,0.32144349813461304,0.012828080914914608,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.9047446,0.023704474791884422,0.11378775537014008
440,28160,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8030539772727273,0.556206308125118,0.0,0.30844348669052124,0.009220877662301064,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.9124527,0.04774558171629906,0.09129050374031067
441,28224,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8033588435374149,0.5567144812664444,0.0,0.3555375933647156,0.010855516418814659,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.9202857,0.07838217169046402,0.10899502038955688
442,28288,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8035209276018099,0.5569437356908549,0.3333333333333333,0.2897624671459198,0.005448091775178909,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.9278064,0.4783118665218353,0.08347664028406143
443,28352,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8036822799097065,0.5571596107035531,0.0,0.3389982581138611,0.014070568606257439,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.9358244,0.03480643406510353,0.1547844111919403
444,28416,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.803737331081081,0.5571496183891104,0.0,0.32009729743003845,0.003329465864226222,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.943536,0.2517443895339966,0.06797053664922714
445,28480,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.803932584269663,0.5575489836597988,0.16666666666666666,0.30123794078826904,0.010428679175674915,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.9514823,0.14921167492866516,0.11486542969942093
446,28544,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8039868273542601,0.5575437866133776,0.3333333333333333,0.2942430377006531,0.011402544565498829,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.9590902,0.5867995619773865,0.1222204938530922
447,28608,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.803831096196868,0.5571744807408581,0.16666666666666666,0.33848854899406433,0.009597874246537685,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.9670126,0.34950199723243713,0.10406868159770966
448,28672,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8038504464285714,0.5572764199126502,0.0,0.34500357508659363,0.010216845199465752,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.9748344,0.08845504373311996,0.12432274967432022
449,28736,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8038697104677061,0.5573041158523585,0.5,0.32964926958084106,0.009461713954806328,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.9826522,0.8936495184898376,0.10484902560710907
450,28800,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8038541666666666,0.5571514523457919,0.3333333333333333,0.3584285378456116,0.009887812659144402,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.9904268,0.7741554379463196,0.10372290015220642
451,28864,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8039772727272727,0.557562817257068,0.0,0.3234177827835083,0.005802048370242119,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560800.9981933,0.08992308378219604,0.08371718972921371
452,28928,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8040306969026548,0.5575606870351175,0.16666666666666666,0.31754058599472046,0.00701961200684309,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.0061786,0.41345950961112976,0.08792293816804886
453,28992,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8041873620309051,0.5579636661265038,0.3333333333333333,0.27195414900779724,0.00588989770039916,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.0138347,0.6048113703727722,0.07755232602357864
454,29056,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8043089207048458,0.5582943548929787,0.16666666666666666,0.2778420150279999,0.012189342640340328,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.0216293,0.6772816181182861,0.12883296608924866
455,29120,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8043269230769231,0.5585262354876392,0.16666666666666666,0.3281761109828949,0.007511933334171772,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.0292847,0.2624843418598175,0.10593338310718536
456,29184,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8044133771929824,0.558954479766766,0.0,0.3467061519622803,0.010970203205943108,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.0372326,0.13477221131324768,0.16239337623119354
457,29248,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8045336433260394,0.5592399354494866,0.16666666666666666,0.3197173774242401,0.011102176271378994,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.044878,0.3047522008419037,0.14705777168273926
458,29312,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8044828056768559,0.5591094442392514,0.16666666666666666,0.35719725489616394,0.017850659787654877,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.0528004,0.19655537605285645,0.20552383363246918
459,29376,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8045343137254902,0.5593544746642592,0.5,0.3077721893787384,0.009493964724242687,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.0603313,1.1216274499893188,0.12125980854034424
460,29440,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.804585597826087,0.5597378978319768,0.16666666666666666,0.3068271279335022,0.010505679994821548,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.068127,0.33095595240592957,0.12295481562614441
461,29504,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8047383405639913,0.5600795608160133,0.16666666666666666,0.3585393726825714,0.018795285373926163,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.0760663,0.2945394814014435,0.20829123258590698
462,29568,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8048566017316018,0.5605117207549501,0.3333333333333333,0.33584868907928467,0.01897016353905201,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.0839732,0.5935582518577576,0.22309362888336182
463,29632,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8049743520518359,0.5609863977339997,0.16666666666666666,0.30350935459136963,0.023207565769553185,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.0918593,0.17625868320465088,0.19692131876945496
464,29696,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8049568965517241,0.561166839315969,0.3333333333333333,0.32947656512260437,0.01687144860625267,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.0997393,0.756758451461792,0.17242971062660217
465,29760,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8051075268817204,0.5614797878380028,0.3333333333333333,0.3323516845703125,0.009293101727962494,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.1075015,0.6616401076316833,0.1211952194571495
466,29824,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8051904506437768,0.5617353359909777,0.0,0.33488309383392334,0.011328182183206081,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.1154563,0.20479144155979156,0.17347590625286102
467,29888,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8053399357601713,0.5622287285795713,0.16666666666666666,0.3659597635269165,0.014619178138673306,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.1236455,0.42356911301612854,0.1711023598909378
468,29952,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8053886217948718,0.5624847819613094,0.0,0.31170451641082764,0.012233982793986797,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.1317654,0.06040960177779198,0.15583400428295135
469,30016,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8054704157782516,0.5626702280241692,0.0,0.3178376853466034,0.012861029244959354,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.139941,0.11053293943405151,0.18891409039497375
470,30080,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8054853723404255,0.562740427066146,0.0,0.3343164324760437,0.01200936920940876,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.1481016,0.16279037296772003,0.1280086487531662
471,30144,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8056993099787686,0.5632518713238541,0.0,0.34419989585876465,0.010504690930247307,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.156123,0.0962476134300232,0.12214481085538864
472,30208,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.805813029661017,0.5633134685463692,0.16666666666666666,0.3226150870323181,0.007062186487019062,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.1640222,0.329511433839798,0.09804540872573853
473,30272,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.805794133192389,0.5632168476084364,0.16666666666666666,0.337235689163208,0.011119864881038666,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.1718395,0.3397393226623535,0.11396870017051697
474,30336,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8058742088607594,0.563327798641075,0.16666666666666666,0.3153855502605438,0.008461778983473778,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.1798472,0.4656153917312622,0.09087128937244415
475,30400,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8059539473684211,0.5633759738846,0.0,0.39072754979133606,0.009637304581701756,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.1879532,0.09958703070878983,0.1046266034245491
476,30464,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8060661764705882,0.5635129309721806,0.3333333333333333,0.3355426788330078,0.0058109937235713005,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.1958373,0.4418846368789673,0.07175082713365555
477,30528,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8062762054507338,0.5638769935111655,0.16666666666666666,0.2857154607772827,0.012375772930681705,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.2036486,0.18265168368816376,0.1312457174062729
478,30592,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8063872907949791,0.5641147366619743,0.16666666666666666,0.3469633460044861,0.010439864359796047,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.21161,0.5359578132629395,0.09433244168758392
479,30656,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8063348121085595,0.5639218060373217,0.16666666666666666,0.3253047466278076,0.01011725701391697,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.219335,0.5509505867958069,0.08321987092494965
480,30720,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.80654296875,0.5642583268352392,0.0,0.28676527738571167,0.01017706748098135,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.2270708,0.05445164069533348,0.10948462784290314
481,30784,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8068801975051975,0.5648617921530651,0.0,0.31632861495018005,0.012221802026033401,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.2347264,0.13620369136333466,0.13995233178138733
482,30848,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8069242738589212,0.5649711384186048,0.16666666666666666,0.35695531964302063,0.010123541578650475,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.242571,0.2693192660808563,0.12742118537425995
483,30912,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.807226966873706,0.5655316060490866,0.16666666666666666,0.3213881254196167,0.0067071872763335705,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.2502263,0.4880819618701935,0.09130288660526276
484,30976,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8073669938016529,0.5656796931762811,0.0,0.3557911813259125,0.010448027402162552,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.2578828,0.15900613367557526,0.09005633741617203
485,31040,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.807409793814433,0.5657468634026478,0.3333333333333333,0.3266030251979828,0.009402870200574398,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.2656262,0.4907096326351166,0.10601535439491272
486,31104,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8075810185185185,0.566018299284946,0.0,0.31720829010009766,0.009676052257418633,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.2736645,0.2161446064710617,0.10298572480678558
487,31168,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8076873716632443,0.5662661054892156,0.0,0.3290860950946808,0.011201072484254837,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.2814195,0.07854253798723221,0.11609181761741638
488,31232,sea_abrupt4,sea_saved,ts_drift_adapt,42,0.8077932889344263,0.5664887305107598,0.16666666666666666,0.3335062265396118,0.00696643628180027,0,0.0,stable,0.99,0.0008000000000000001,1.0,0.8400000000000001,1763560801.2892456,0.36694595217704773,0.10558957606554031
